obs,time,deployment,conductivity_millisiemens,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,raw_time_microseconds,raw_time_seconds,temp,dpc_ctd_seawater_conductivity,practical_salinity,density,pressure_qc_executed,pressure_qc_results,temp_qc_executed,temp_qc_results,conductivity_millisiemens_qc_executed,conductivity_millisiemens_qc_results,dpc_ctd_seawater_conductivity_qc_executed,dpc_ctd_seawater_conductivity_qc_results,density_qc_executed,density_qc_results,practical_salinity_qc_executed,practical_salinity_qc_results,lat,lon
"('1849',)",3771260688,5,34.47949982,3774706964,3774706966,3771260688,0,internal_timestamp,209.0299988,365079,1562271888,7.020899773,3.447949982,33.99032127,1027.584858,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1850',)",3771260708,5,34.52289963,3774706964,3774706966,3771260708,0,internal_timestamp,203.8099976,365594,1562271908,7.076399803,3.452289963,33.98569764,1027.549394,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1851',)",3771260728,5,34.52909851,3774706964,3774706966,3771260728,0,internal_timestamp,198.6900024,362912,1562271928,7.083499908,3.452909851,33.98797285,1027.526663,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1852',)",3771260748,5,34.58399963,3774706964,3774706966,3771260748,0,internal_timestamp,193.5200043,360430,1562271948,7.153800011,3.458399963,33.98131115,1027.487685,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1853',)",3771260768,5,34.63899994,3774706964,3774706966,3771260768,0,internal_timestamp,188.4400024,379651,1562271968,7.222599983,3.463899994,33.97616707,1027.450489,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1854',)",3771260788,5,34.69680023,3774706964,3774706966,3771260788,0,internal_timestamp,183.2799988,375719,1562271988,7.294099808,3.469680023,33.97143632,1027.412825,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1855',)",3771260808,5,34.75469971,3774706964,3774706966,3771260808,0,internal_timestamp,178.0599976,373783,1562272008,7.368700027,3.475469971,33.96377685,1027.372097,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1856',)",3771260828,5,34.7602005,3774706964,3774706966,3771260828,0,internal_timestamp,172.8000031,363035,1562272028,7.374599934,3.47602005,33.96650722,1027.349258,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1857',)",3771260848,5,34.76959991,3774706964,3774706966,3771260848,0,internal_timestamp,167.5500031,362067,1562272048,7.38929987,3.476959991,33.96484631,1027.321749,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1858',)",3771260868,5,34.82160187,3774706964,3774706966,3771260868,0,internal_timestamp,162.3200073,372669,1562272068,7.458300114,3.482160187,33.95624482,1027.281015,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1859',)",3771260888,5,34.85540009,3774706964,3774706966,3771260888,0,internal_timestamp,157.0700073,372699,1562272088,7.500299931,3.485540009,33.95431944,1027.249326,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1860',)",3771260908,5,34.91189957,3774706964,3774706966,3771260908,0,internal_timestamp,151.7799988,374548,1562272108,7.572299957,3.491189957,33.94765501,1027.209343,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1861',)",3771260928,5,34.93190002,3774706964,3774706966,3771260928,0,internal_timestamp,146.5299988,405296,1562272128,7.59800005,3.493190002,33.94670334,1027.180742,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1862',)",3771260948,5,35.00650024,3774706964,3774706966,3771260948,0,internal_timestamp,141.3099976,356779,1562272148,7.695099831,3.500650024,33.93503325,1027.133376,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1863',)",3771260968,5,35.04579926,3774706964,3774706966,3771260968,0,internal_timestamp,136.0800018,371902,1562272168,7.743999958,3.504579926,33.93225164,1027.099986,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1864',)",3771260988,5,35.1332016,3774706964,3774706966,3771260988,0,internal_timestamp,130.8300018,374912,1562272188,7.850599766,3.51332016,33.92506789,1027.054478,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1865',)",3771261008,5,35.17250061,3774706964,3774706966,3771261008,0,internal_timestamp,125.5800018,368824,1562272208,7.905900002,3.517250061,33.91604244,1027.015086,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1866',)",3771261028,5,35.20460129,3774706964,3774706966,3771261028,0,internal_timestamp,120.3700027,353867,1562272228,7.948599815,3.520460129,33.91150299,1026.981257,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1867',)",3771261048,5,35.2478981,3774706964,3774706966,3771261048,0,internal_timestamp,115.2300034,373592,1562272248,8.030200005,3.52478981,33.881236,1026.921725,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1868',)",3771261068,5,35.29990005,3774706964,3774706966,3771261068,0,internal_timestamp,110.0100021,370143,1562272268,8.099699974,3.529990005,33.87204572,1026.880132,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1869',)",3771261088,5,35.43610001,3774706964,3774706966,3771261088,0,internal_timestamp,104.75,367552,1562272288,8.272600174,3.543610001,33.85275765,1026.814704,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1870',)",3771261108,5,35.50999832,3774706964,3774706966,3771261108,0,internal_timestamp,99.54000092,370867,1562272308,8.395700455,3.550999832,33.81522698,1026.742592,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1871',)",3771261123,5,35.52550125,3774706964,3774706966,3771261123,0,internal_timestamp,98.84999847,367359,1562272323,8.414199829,3.552550125,33.81420708,1026.735788,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1872',)",3771261149,5,35.5306015,3774706964,3774706966,3771261149,0,internal_timestamp,98.84999847,728373,1562272348,8.417900085,3.55306015,33.81605423,1026.736667,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1873',)",3771261169,5,35.51819992,3774706964,3774706966,3771261169,0,internal_timestamp,101.7200012,725434,1562272368,8.391300201,3.551819992,33.82711501,1026.762574,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1874',)",3771261189,5,35.45299912,3774706964,3774706966,3771261189,0,internal_timestamp,107.0199966,727620,1562272388,8.279299736,3.545299912,33.86318723,1026.832257,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1875',)",3771261209,5,35.31829834,3774706964,3774706966,3771261209,0,internal_timestamp,112.4100037,728577,1562272408,8.107199669,3.531829834,33.88329078,1026.898823,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1876',)",3771261229,5,35.26480103,3774706964,3774706966,3771261229,0,internal_timestamp,117.8600006,730417,1562272428,8.039600372,3.526480103,33.88895704,1026.938429,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1877',)",3771261249,5,35.21649933,3774706964,3774706966,3771261249,0,internal_timestamp,123.3199997,732671,1562272448,7.953299999,3.521649933,33.91828502,1026.999405,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1878',)",3771261269,5,35.1814003,3774706964,3774706966,3771261269,0,internal_timestamp,128.7400055,728039,1562272468,7.907000065,3.51814003,33.92301219,1027.034883,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1879',)",3771261289,5,35.11840057,3774706964,3774706966,3771261289,0,internal_timestamp,134.1199951,725050,1562272488,7.81829977,3.511840057,33.93899192,1027.085291,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1880',)",3771261309,5,35.06470108,3774706964,3774706966,3771261309,0,internal_timestamp,139.5700073,729663,1562272508,7.755599976,3.506470108,33.93963773,1027.120084,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1881',)",3771261329,5,35.02299881,3774706964,3774706966,3771261329,0,internal_timestamp,145,733890,1562272528,7.700600147,3.502299881,33.94568898,1027.157864,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1882',)",3771261349,5,34.93740082,3774706964,3774706966,3771261349,0,internal_timestamp,150.3800049,737981,1562272548,7.594500065,3.493740082,33.95421484,1027.204826,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1883',)",3771261369,5,34.91590118,3774706964,3774706966,3771261369,0,internal_timestamp,155.7200012,731181,1562272568,7.566999912,3.491590118,33.9552645,1027.234155,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1884',)",3771261389,5,34.8465004,3774706964,3774706966,3771261389,0,internal_timestamp,161.1300049,734868,1562272588,7.48029995,3.48465004,33.96228207,1027.277105,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1885',)",3771261409,5,34.81299973,3774706964,3774706966,3771261409,0,internal_timestamp,166.6000061,733002,1562272608,7.437699795,3.481299973,33.96501371,1027.310518,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1886',)",3771261429,5,34.77019882,3774706964,3774706966,3771261429,0,internal_timestamp,171.9700012,726970,1562272628,7.381299973,3.477019882,33.97120251,1027.348171,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1887',)",3771261449,5,34.75830078,3774706964,3774706966,3771261449,0,internal_timestamp,177.3200073,732334,1562272648,7.364799976,3.475830078,33.97186653,1027.375619,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1888',)",3771261469,5,34.7215004,3774706964,3774706966,3771261469,0,internal_timestamp,182.6600037,734702,1562272668,7.315999985,3.47215004,33.97712778,1027.411299,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1889',)",3771261489,5,34.68529892,3774706964,3774706966,3771261489,0,internal_timestamp,187.9900055,737871,1562272688,7.270999908,3.468529892,33.97930803,1027.443949,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1890',)",3771261509,5,34.62070084,3774706964,3774706966,3771261509,0,internal_timestamp,193.3500061,731735,1562272708,7.18930006,3.462070084,33.98655308,1027.485957,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1891',)",3771261529,5,34.55199814,3774706964,3774706966,3771261529,0,internal_timestamp,198.6600037,755729,1562272728,7.104000092,3.455199814,33.99284911,1027.527446,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1892',)",3771261549,5,34.53139877,3774706964,3774706966,3771261549,0,internal_timestamp,203.9700012,732675,1562272748,7.07859993,3.453139877,33.99275221,1027.555361,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1893',)",3771261569,5,34.50299835,3774706964,3774706966,3771261569,0,internal_timestamp,209.3600006,739660,1562272768,7.040999889,3.450299835,33.9960904,1027.588063,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1894',)",3771261589,5,34.42549896,3774706964,3774706966,3771261589,0,internal_timestamp,214.5800018,733624,1562272788,6.944200039,3.442549896,34.00405744,1027.631967,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1895',)",3771261609,5,34.38100052,3774706964,3774706966,3771261609,0,internal_timestamp,219.8399963,740317,1562272808,6.890299797,3.438100052,34.00584844,1027.665109,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1896',)",3771261629,5,34.34479904,3774706964,3774706966,3771261629,0,internal_timestamp,225.1199951,737550,1562272828,6.845300198,3.434479904,34.00793819,1027.697311,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1897',)",3771261649,5,34.31819916,3774706964,3774706966,3771261649,0,internal_timestamp,230.4499969,737162,1562272848,6.812399864,3.431819916,34.00859484,1027.726913,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1898',)",3771261669,5,34.31409836,3774706964,3774706966,3771261669,0,internal_timestamp,235.7799988,736354,1562272868,6.804100037,3.431409836,34.00968817,1027.753417,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1899',)",3771261689,5,34.31579971,3774706964,3774706966,3771261689,0,internal_timestamp,241.0599976,736475,1562272888,6.804100037,3.431579971,34.00898571,1027.777117,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1900',)",3771261709,5,34.31769943,3774706964,3774706966,3771261709,0,internal_timestamp,246.25,738522,1562272908,6.803800106,3.431769943,34.00884327,1027.800884,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1901',)",3771261729,5,34.3083992,3774706964,3774706966,3771261729,0,internal_timestamp,251.4900055,738409,1562272928,6.78910017,3.43083992,34.01058712,1027.828377,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1902',)",3771261749,5,34.30199814,3774706964,3774706966,3771261749,0,internal_timestamp,256.7200012,740861,1562272948,6.778600216,3.430199814,34.01137406,1027.854474,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1903',)",3771261769,5,34.28450012,3774706964,3774706966,3771261769,0,internal_timestamp,262,742145,1562272968,6.753499985,3.428450012,34.01435634,1027.884567,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1904',)",3771261789,5,34.27590179,3774706964,3774706966,3771261789,0,internal_timestamp,267.2600098,735551,1562272988,6.740300179,3.427590179,34.01537823,1027.911361,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1905',)",3771261809,5,34.25270081,3774706964,3774706966,3771261809,0,internal_timestamp,272.4599915,738939,1562273008,6.708099842,3.425270081,34.01913722,1027.942683,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1906',)",3771261829,5,34.24480057,3774706964,3774706966,3771261829,0,internal_timestamp,277.7099915,737603,1562273028,6.696400166,3.424480057,34.01944652,1027.968658,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1907',)",3771261849,5,34.24259949,3774706964,3774706966,3771261849,0,internal_timestamp,282.8999939,736170,1562273048,6.691599846,3.424259949,34.01924044,1027.992988,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1908',)",3771261869,5,34.24060059,3774706964,3774706966,3771261869,0,internal_timestamp,288.1400146,743192,1562273068,6.686100006,3.424060059,34.01992695,1028.018345,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1909',)",3771261889,5,34.23659897,3774706964,3774706966,3771261889,0,internal_timestamp,293.3399963,740103,1562273088,6.678599834,3.423659897,34.02040446,1028.043632,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1910',)",3771261909,5,34.2303009,3774706964,3774706966,3771261909,0,internal_timestamp,298.5100098,748168,1562273108,6.667699814,3.42303009,34.02173028,1028.069922,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1911',)",3771261929,5,34.22109985,3774706964,3774706966,3771261929,0,internal_timestamp,303.7399902,738432,1562273128,6.652900219,3.422109985,34.02368566,1028.097526,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1912',)",3771261949,5,34.20999908,3774706964,3774706966,3771261949,0,internal_timestamp,308.9899902,748288,1562273148,6.638000011,3.420999908,34.0236313,1028.123662,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1913',)",3771261969,5,34.20360184,3774706964,3774706966,3771261969,0,internal_timestamp,314.2099915,756880,1562273168,6.628099918,3.420360184,34.02383148,1028.14916,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1914',)",3771261989,5,34.20100021,3774706964,3774706966,3771261989,0,internal_timestamp,319.4200134,737140,1562273188,6.622300148,3.420100021,34.02416653,1028.174146,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1915',)",3771262009,5,34.19879913,3774706964,3774706966,3771262009,0,internal_timestamp,324.6499939,748013,1562273208,6.616399765,3.419879913,34.0250351,1028.199654,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1916',)",3771262029,5,34.19910049,3774706964,3774706966,3771262029,0,internal_timestamp,329.8800049,747579,1562273228,6.614099979,3.419910049,34.02510028,1028.224027,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1917',)",3771262049,5,34.20080185,3774706964,3774706966,3771262049,0,internal_timestamp,335.1099854,747208,1562273248,6.612999916,3.420080185,34.02552444,1028.248511,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1918',)",3771262069,5,34.19800186,3774706964,3774706966,3771262069,0,internal_timestamp,340.3599854,748793,1562273268,6.606400013,3.419800186,34.02641699,1028.274223,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1919',)",3771262089,5,34.18420029,3774706964,3774706966,3771262089,0,internal_timestamp,345.6300049,750013,1562273288,6.586800098,3.418420029,34.02802735,1028.302408,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1920',)",3771262109,5,34.17829895,3774706964,3774706966,3771262109,0,internal_timestamp,350.8699951,743566,1562273308,6.576499939,3.417829895,34.0291654,1028.328782,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1921',)",3771262129,5,34.14479828,3774706964,3774706966,3771262129,0,internal_timestamp,356.1300049,742233,1562273328,6.53219986,3.414479828,34.03348672,1028.362492,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1922',)",3771262149,5,34.10329819,3774706964,3774706966,3771262149,0,internal_timestamp,361.4700012,742770,1562273348,6.481100082,3.410329819,34.03564707,1028.395799,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1923',)",3771262169,5,34.09880066,3774706964,3774706966,3771262169,0,internal_timestamp,366.7399902,749362,1562273368,6.471399784,3.409880066,34.03772794,1028.422956,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1924',)",3771262189,5,34.09999847,3774706964,3774706966,3771262189,0,internal_timestamp,372.0100098,749355,1562273388,6.469500065,3.409999847,34.03837373,1028.447898,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1925',)",3771262209,5,34.05830002,3774706964,3774706966,3771262209,0,internal_timestamp,377.2999878,748617,1562273408,6.415599823,3.405830002,34.04310587,1028.483369,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1926',)",3771262229,5,34.04600143,3774706964,3774706966,3771262229,0,internal_timestamp,382.5,780870,1562273428,6.400800228,3.404600143,34.04162825,1028.50811,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1927',)",3771262249,5,34.0359993,3774706964,3774706966,3771262249,0,internal_timestamp,387.6900024,753558,1562273448,6.385300159,3.40359993,34.04340315,1028.535458,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1928',)",3771262269,5,34.0102005,3774706964,3774706966,3771262269,0,internal_timestamp,392.8999939,747077,1562273468,6.351399899,3.40102005,34.04592072,1028.566028,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1929',)",3771262289,5,33.9878006,3774706964,3774706966,3771262289,0,internal_timestamp,398.1499939,751472,1562273488,6.322800159,3.39878006,34.04691527,1028.594845,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1930',)",3771262309,5,33.96080017,3774706964,3774706966,3771262309,0,internal_timestamp,403.4100037,745713,1562273508,6.288400173,3.396080017,34.04855593,1028.625011,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1931',)",3771262329,5,33.95159912,3774706964,3774706966,3771262329,0,internal_timestamp,408.6700134,748801,1562273528,6.276400089,3.395159912,34.04769315,1028.650107,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1932',)",3771262349,5,33.94350052,3774706964,3774706966,3771262349,0,internal_timestamp,413.9100037,749423,1562273548,6.264500141,3.394350052,34.04796826,1028.67599,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
